Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,symmetric,0.4455227765674192
100% Corpus,9,0.61,0.01,0.378530582218107
100% Corpus,9,0.61,0.31,0.43933575609429193
100% Corpus,9,0.61,0.61,0.5727130833201381
100% Corpus,9,0.61,0.9099999999999999,0.5844105920915809
100% Corpus,9,0.61,symmetric,0.35123918972667467
100% Corpus,9,0.9099999999999999,0.01,0.3797255555481789
100% Corpus,9,0.9099999999999999,0.31,0.44271209870833444
100% Corpus,9,0.9099999999999999,0.61,0.5492415238271764
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.5912431863174823
100% Corpus,9,0.9099999999999999,symmetric,0.3742526312673421
100% Corpus,9,symmetric,0.01,0.39058843036128316
100% Corpus,9,symmetric,0.31,0.443390616079053
100% Corpus,9,symmetric,0.61,0.41691097088937473
100% Corpus,9,symmetric,0.9099999999999999,0.4090033702414458
100% Corpus,9,symmetric,symmetric,0.48521854901663036
100% Corpus,9,asymmetric,0.01,0.35191612979167997
100% Corpus,9,asymmetric,0.31,0.4828267587688265
100% Corpus,9,asymmetric,0.61,0.4947906187581564
100% Corpus,9,asymmetric,0.9099999999999999,0.5311387198122776
100% Corpus,9,asymmetric,symmetric,0.5087205130651559
100% Corpus,10,0.01,0.01,0.38449467871269605
100% Corpus,10,0.01,0.31,0.3958541583768876
100% Corpus,10,0.01,0.61,0.4331636259617813
100% Corpus,10,0.01,0.9099999999999999,0.36908979059961566
100% Corpus,10,0.01,symmetric,0.48557234556484297
100% Corpus,10,0.31,0.01,0.3828376238663286
100% Corpus,10,0.31,0.31,0.49662213267289224
100% Corpus,10,0.31,0.61,0.4426831670273237
100% Corpus,10,0.31,0.9099999999999999,0.4770663884586067
100% Corpus,10,0.31,symmetric,0.44499755105108624
100% Corpus,10,0.61,0.01,0.38515814520194747
100% Corpus,10,0.61,0.31,0.4728133250497818
100% Corpus,10,0.61,0.61,0.5785383411510145
100% Corpus,10,0.61,0.9099999999999999,0.5937946054245473
100% Corpus,10,0.61,symmetric,0.40097243891906276
100% Corpus,10,0.9099999999999999,0.01,0.41152313057140216
100% Corpus,10,0.9099999999999999,0.31,0.45841607863170075
100% Corpus,10,0.9099999999999999,0.61,0.5662394184487504
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.6343433844407176
100% Corpus,10,0.9099999999999999,symmetric,0.3904893326457777
100% Corpus,10,symmetric,0.01,0.38243775776363653
100% Corpus,10,symmetric,0.31,0.41688673531381654
100% Corpus,10,symmetric,0.61,0.4466241331743272
100% Corpus,10,symmetric,0.9099999999999999,0.40196698475090276
100% Corpus,10,symmetric,symmetric,0.5102965683607172
100% Corpus,10,asymmetric,0.01,0.34267130268270124
100% Corpus,10,asymmetric,0.31,0.4508659915975115
100% Corpus,10,asymmetric,0.61,0.4838811035109753
100% Corpus,10,asymmetric,0.9099999999999999,0.5808185885019062
100% Corpus,10,asymmetric,symmetric,0.5034206243819446
