Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,7,0.9099999999999999,0.9099999999999999,0.5831960722520426
75% Corpus,7,0.9099999999999999,symmetric,0.397113789110576
75% Corpus,7,symmetric,0.01,0.3725593190083915
75% Corpus,7,symmetric,0.31,0.4170817795729395
75% Corpus,7,symmetric,0.61,0.4832214374876074
75% Corpus,7,symmetric,0.9099999999999999,0.5259995622596506
75% Corpus,7,symmetric,symmetric,0.45341850456586213
75% Corpus,7,asymmetric,0.01,0.4060645447759228
75% Corpus,7,asymmetric,0.31,0.4923301791881789
75% Corpus,7,asymmetric,0.61,0.4545361213591228
75% Corpus,7,asymmetric,0.9099999999999999,0.6192444040448999
75% Corpus,7,asymmetric,symmetric,0.4936910328150807
75% Corpus,8,0.01,0.01,0.39778797900071816
75% Corpus,8,0.01,0.31,0.4122489828954342
75% Corpus,8,0.01,0.61,0.4216010727843892
75% Corpus,8,0.01,0.9099999999999999,0.5305158145089162
75% Corpus,8,0.01,symmetric,0.5175422311891489
75% Corpus,8,0.31,0.01,0.3822915776605904
75% Corpus,8,0.31,0.31,0.4365935237226566
75% Corpus,8,0.31,0.61,0.4701056332249564
75% Corpus,8,0.31,0.9099999999999999,0.4346434586737279
75% Corpus,8,0.31,symmetric,0.4546304459108111
75% Corpus,8,0.61,0.01,0.37380575149758866
75% Corpus,8,0.61,0.31,0.4301111921850842
75% Corpus,8,0.61,0.61,0.5781441954825631
75% Corpus,8,0.61,0.9099999999999999,0.5891665355703525
75% Corpus,8,0.61,symmetric,0.40554352792787474
75% Corpus,8,0.9099999999999999,0.01,0.38760391829892604
75% Corpus,8,0.9099999999999999,0.31,0.42431885655096424
75% Corpus,8,0.9099999999999999,0.61,0.5555023541133306
75% Corpus,8,0.9099999999999999,0.9099999999999999,0.6223323380732299
75% Corpus,8,0.9099999999999999,symmetric,0.36347790237964894
75% Corpus,8,symmetric,0.01,0.39371655137054423
75% Corpus,8,symmetric,0.31,0.40757005410877634
75% Corpus,8,symmetric,0.61,0.3845394986201062
75% Corpus,8,symmetric,0.9099999999999999,0.5066953520064553
75% Corpus,8,symmetric,symmetric,0.4915265591707756
75% Corpus,8,asymmetric,0.01,0.36376490113792803
75% Corpus,8,asymmetric,0.31,0.45509434052778575
75% Corpus,8,asymmetric,0.61,0.46042861577283845
75% Corpus,8,asymmetric,0.9099999999999999,0.644913563146446
75% Corpus,8,asymmetric,symmetric,0.5224127108259649
75% Corpus,9,0.01,0.01,0.39573594440886745
75% Corpus,9,0.01,0.31,0.36945638753951343
75% Corpus,9,0.01,0.61,0.4264046934081758
75% Corpus,9,0.01,0.9099999999999999,0.5118235483195809
75% Corpus,9,0.01,symmetric,0.5516482147644343
75% Corpus,9,0.31,0.01,0.3590834944566516
75% Corpus,9,0.31,0.31,0.43401937498861004
75% Corpus,9,0.31,0.61,0.5251874186995209
75% Corpus,9,0.31,0.9099999999999999,0.5081645039902267
75% Corpus,9,0.31,symmetric,0.5095525852913058
75% Corpus,9,0.61,0.01,0.3837057844462201
75% Corpus,9,0.61,0.31,0.4422916264331423
75% Corpus,9,0.61,0.61,0.5710830136311877
75% Corpus,9,0.61,0.9099999999999999,0.5840996915354979
75% Corpus,9,0.61,symmetric,0.41226064967781534
75% Corpus,9,0.9099999999999999,0.01,0.3871611188947867
75% Corpus,9,0.9099999999999999,0.31,0.43433308187695435
75% Corpus,9,0.9099999999999999,0.61,0.5808105726610143
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.5633952575179113
75% Corpus,9,0.9099999999999999,symmetric,0.3733957595025792
75% Corpus,9,symmetric,0.01,0.3885359886712384
75% Corpus,9,symmetric,0.31,0.3800811950864315
75% Corpus,9,symmetric,0.61,0.5049882002911097
75% Corpus,9,symmetric,0.9099999999999999,0.49827363630879873
75% Corpus,9,symmetric,symmetric,0.5243195954718263
75% Corpus,9,asymmetric,0.01,0.35017116370667367
75% Corpus,9,asymmetric,0.31,0.49595121647735296
75% Corpus,9,asymmetric,0.61,0.44044468471260934
75% Corpus,9,asymmetric,0.9099999999999999,0.6151269752034747
75% Corpus,9,asymmetric,symmetric,0.5313902115209866
75% Corpus,10,0.01,0.01,0.3945604719383196
75% Corpus,10,0.01,0.31,0.408196540974072
75% Corpus,10,0.01,0.61,0.5409489479512579
75% Corpus,10,0.01,0.9099999999999999,0.48745596667730406
75% Corpus,10,0.01,symmetric,0.5008553379088706
75% Corpus,10,0.31,0.01,0.3633576049810186
75% Corpus,10,0.31,0.31,0.44567809937850483
75% Corpus,10,0.31,0.61,0.5268228911598096
75% Corpus,10,0.31,0.9099999999999999,0.5471325682004424
75% Corpus,10,0.31,symmetric,0.5368971293574976
75% Corpus,10,0.61,0.01,0.37116432370497876
75% Corpus,10,0.61,0.31,0.46522498659343814
75% Corpus,10,0.61,0.61,0.5478159972612826
75% Corpus,10,0.61,0.9099999999999999,0.5828771961519496
75% Corpus,10,0.61,symmetric,0.4355634238287921
75% Corpus,10,0.9099999999999999,0.01,0.38729099703740283
75% Corpus,10,0.9099999999999999,0.31,0.4240507535273007
75% Corpus,10,0.9099999999999999,0.61,0.6065582963472204
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.5907460992609442
75% Corpus,10,0.9099999999999999,symmetric,0.38282297822719424
75% Corpus,10,symmetric,0.01,0.3815577626360989
75% Corpus,10,symmetric,0.31,0.4591276872447823
75% Corpus,10,symmetric,0.61,0.5175413218316353
75% Corpus,10,symmetric,0.9099999999999999,0.5227489972683188
75% Corpus,10,symmetric,symmetric,0.49596604443360165
75% Corpus,10,asymmetric,0.01,0.35883827507869237
75% Corpus,10,asymmetric,0.31,0.42943870351776114
75% Corpus,10,asymmetric,0.61,0.541749471487813
75% Corpus,10,asymmetric,0.9099999999999999,0.6233725423465019
75% Corpus,10,asymmetric,symmetric,0.5050869326397551
100% Corpus,2,0.01,0.01,0.37410835471313403
100% Corpus,2,0.01,0.31,0.3809085768625181
100% Corpus,2,0.01,0.61,0.38245033250859267
100% Corpus,2,0.01,0.9099999999999999,0.3824503325085927
100% Corpus,2,0.01,symmetric,0.38245033250859267
100% Corpus,2,0.31,0.01,0.38456581453020444
100% Corpus,2,0.31,0.31,0.38456581453020444
100% Corpus,2,0.31,0.61,0.3809085768625181
100% Corpus,2,0.31,0.9099999999999999,0.38077514894877273
100% Corpus,2,0.31,symmetric,0.3809085768625181
100% Corpus,2,0.61,0.01,0.39798697607595634
100% Corpus,2,0.61,0.31,0.39401670324616433
100% Corpus,2,0.61,0.61,0.39401670324616433
100% Corpus,2,0.61,0.9099999999999999,0.3938832753324189
100% Corpus,2,0.61,symmetric,0.39401670324616433
100% Corpus,2,0.9099999999999999,0.01,0.39798697607595634
100% Corpus,2,0.9099999999999999,0.31,0.39401670324616433
100% Corpus,2,0.9099999999999999,0.61,0.39401670324616433
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.39401670324616433
100% Corpus,2,0.9099999999999999,symmetric,0.39401670324616433
100% Corpus,2,symmetric,0.01,0.39767394091385067
100% Corpus,2,symmetric,0.31,0.39401670324616433
100% Corpus,2,symmetric,0.61,0.39401670324616433
100% Corpus,2,symmetric,0.9099999999999999,0.3938832753324189
100% Corpus,2,symmetric,symmetric,0.39401670324616433
100% Corpus,2,asymmetric,0.01,0.38390078829491586
100% Corpus,2,asymmetric,0.31,0.37410835471313403
100% Corpus,2,asymmetric,0.61,0.38456581453020444
100% Corpus,2,asymmetric,0.9099999999999999,0.3764907359643619
100% Corpus,2,asymmetric,symmetric,0.38456581453020444
100% Corpus,3,0.01,0.01,0.3679997807264077
100% Corpus,3,0.01,0.31,0.3949341578070607
100% Corpus,3,0.01,0.61,0.46692340169144014
100% Corpus,3,0.01,0.9099999999999999,0.4643331335079754
100% Corpus,3,0.01,symmetric,0.3867527577650029
100% Corpus,3,0.31,0.01,0.37698740274731884
100% Corpus,3,0.31,0.31,0.3898392064376753
100% Corpus,3,0.31,0.61,0.4840235275358776
100% Corpus,3,0.31,0.9099999999999999,0.47497554375596757
100% Corpus,3,0.31,symmetric,0.4138070495243957
100% Corpus,3,0.61,0.01,0.37871470803755947
100% Corpus,3,0.61,0.31,0.3497841155230756
100% Corpus,3,0.61,0.61,0.48281756424743083
100% Corpus,3,0.61,0.9099999999999999,0.48686846310081416
100% Corpus,3,0.61,symmetric,0.3326145680904437
100% Corpus,3,0.9099999999999999,0.01,0.3940991755102208
100% Corpus,3,0.9099999999999999,0.31,0.37696323111551705
100% Corpus,3,0.9099999999999999,0.61,0.4175073374747577
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.49071731848474
100% Corpus,3,0.9099999999999999,symmetric,0.37979262893069077
100% Corpus,3,symmetric,0.01,0.3816410538369568
100% Corpus,3,symmetric,0.31,0.3866097589239965
100% Corpus,3,symmetric,0.61,0.4889475575694224
100% Corpus,3,symmetric,0.9099999999999999,0.4751294317538463
100% Corpus,3,symmetric,symmetric,0.4125178622823535
100% Corpus,3,asymmetric,0.01,0.4038425460383956
100% Corpus,3,asymmetric,0.31,0.4254312570590737
100% Corpus,3,asymmetric,0.61,0.4518051332195188
100% Corpus,3,asymmetric,0.9099999999999999,0.4556680163244124
100% Corpus,3,asymmetric,symmetric,0.4549042396182888
100% Corpus,4,0.01,0.01,0.37786818091390884
100% Corpus,4,0.01,0.31,0.5009797719196422
100% Corpus,4,0.01,0.61,0.4486288718185992
100% Corpus,4,0.01,0.9099999999999999,0.4267847614666
100% Corpus,4,0.01,symmetric,0.40379987790605043
100% Corpus,4,0.31,0.01,0.393493829243565
100% Corpus,4,0.31,0.31,0.44233232659185806
100% Corpus,4,0.31,0.61,0.4565037425743934
100% Corpus,4,0.31,0.9099999999999999,0.43970260248180654
100% Corpus,4,0.31,symmetric,0.39880533996800355
100% Corpus,4,0.61,0.01,0.39886425532052033
100% Corpus,4,0.61,0.31,0.3562328069406178
100% Corpus,4,0.61,0.61,0.48021647416310337
100% Corpus,4,0.61,0.9099999999999999,0.4791276304887145
100% Corpus,4,0.61,symmetric,0.37988817960146043
100% Corpus,4,0.9099999999999999,0.01,0.40741373773973877
100% Corpus,4,0.9099999999999999,0.31,0.37242652598046333
100% Corpus,4,0.9099999999999999,0.61,0.4516860611692682
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.4971278015536176
100% Corpus,4,0.9099999999999999,symmetric,0.39348716746014256
100% Corpus,4,symmetric,0.01,0.3876188395112933
100% Corpus,4,symmetric,0.31,0.45693130132487925
100% Corpus,4,symmetric,0.61,0.49746599032279193
100% Corpus,4,symmetric,0.9099999999999999,0.4300597613135147
100% Corpus,4,symmetric,symmetric,0.40911558156356775
100% Corpus,4,asymmetric,0.01,0.35017133718867666
100% Corpus,4,asymmetric,0.31,0.45914752890712063
100% Corpus,4,asymmetric,0.61,0.4648788190201645
100% Corpus,4,asymmetric,0.9099999999999999,0.4502984060768521
100% Corpus,4,asymmetric,symmetric,0.4056025249935079
100% Corpus,5,0.01,0.01,0.38341487714701455
100% Corpus,5,0.01,0.31,0.46074748443699054
100% Corpus,5,0.01,0.61,0.408420015795042
100% Corpus,5,0.01,0.9099999999999999,0.3856588644055618
100% Corpus,5,0.01,symmetric,0.46280256523365837
100% Corpus,5,0.31,0.01,0.38409474193980947
100% Corpus,5,0.31,0.31,0.4559519185388751
100% Corpus,5,0.31,0.61,0.4474465390933512
100% Corpus,5,0.31,0.9099999999999999,0.4251663464457426
100% Corpus,5,0.31,symmetric,0.4296731000006956
100% Corpus,5,0.61,0.01,0.3860322807735872
100% Corpus,5,0.61,0.31,0.4132404277647721
100% Corpus,5,0.61,0.61,0.46420028566025373
100% Corpus,5,0.61,0.9099999999999999,0.4782892420796692
100% Corpus,5,0.61,symmetric,0.3875795451033058
100% Corpus,5,0.9099999999999999,0.01,0.39792342052765356
100% Corpus,5,0.9099999999999999,0.31,0.40333223728429796
100% Corpus,5,0.9099999999999999,0.61,0.45145137254911194
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.48957734306325146
100% Corpus,5,0.9099999999999999,symmetric,0.39989341710649173
100% Corpus,5,symmetric,0.01,0.3631504382920918
100% Corpus,5,symmetric,0.31,0.47106291670777856
100% Corpus,5,symmetric,0.61,0.4591090364767165
100% Corpus,5,symmetric,0.9099999999999999,0.40816121446988285
100% Corpus,5,symmetric,symmetric,0.4372679662498401
100% Corpus,5,asymmetric,0.01,0.4141657741750585
100% Corpus,5,asymmetric,0.31,0.4602101050355042
100% Corpus,5,asymmetric,0.61,0.4126986234171911
100% Corpus,5,asymmetric,0.9099999999999999,0.44326939569998924
100% Corpus,5,asymmetric,symmetric,0.4257331467095636
100% Corpus,6,0.01,0.01,0.36640084327027544
100% Corpus,6,0.01,0.31,0.43327055251636626
100% Corpus,6,0.01,0.61,0.43812006157302646
100% Corpus,6,0.01,0.9099999999999999,0.43299850955932945
100% Corpus,6,0.01,symmetric,0.46813086082023475
100% Corpus,6,0.31,0.01,0.3688715769014501
100% Corpus,6,0.31,0.31,0.4425523179826129
100% Corpus,6,0.31,0.61,0.43169744502481056
100% Corpus,6,0.31,0.9099999999999999,0.3886956708497607
100% Corpus,6,0.31,symmetric,0.4268933012656664
100% Corpus,6,0.61,0.01,0.38110132801328206
100% Corpus,6,0.61,0.31,0.42734931633156875
100% Corpus,6,0.61,0.61,0.4448688733331727
100% Corpus,6,0.61,0.9099999999999999,0.44989228216417204
100% Corpus,6,0.61,symmetric,0.3661456326619989
100% Corpus,6,0.9099999999999999,0.01,0.41070880600609994
100% Corpus,6,0.9099999999999999,0.31,0.3835509608421102
100% Corpus,6,0.9099999999999999,0.61,0.48545058410535485
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.5375069964619322
100% Corpus,6,0.9099999999999999,symmetric,0.3954366170876287
100% Corpus,6,symmetric,0.01,0.35557024161596235
100% Corpus,6,symmetric,0.31,0.5016210737029434
100% Corpus,6,symmetric,0.61,0.4505948657194317
100% Corpus,6,symmetric,0.9099999999999999,0.4056536198502492
100% Corpus,6,symmetric,symmetric,0.41827970932762976
100% Corpus,6,asymmetric,0.01,0.4003646144857105
100% Corpus,6,asymmetric,0.31,0.4678700711446575
100% Corpus,6,asymmetric,0.61,0.449169062229057
100% Corpus,6,asymmetric,0.9099999999999999,0.4592849810754576
100% Corpus,6,asymmetric,symmetric,0.4217336662616193
100% Corpus,7,0.01,0.01,0.3843977935436479
100% Corpus,7,0.01,0.31,0.38333959386134564
100% Corpus,7,0.01,0.61,0.4716589633886818
100% Corpus,7,0.01,0.9099999999999999,0.450022592329716
100% Corpus,7,0.01,symmetric,0.4381062335905403
100% Corpus,7,0.31,0.01,0.37916482975664045
100% Corpus,7,0.31,0.31,0.45066385668623543
100% Corpus,7,0.31,0.61,0.4628095593784929
100% Corpus,7,0.31,0.9099999999999999,0.4094009546855332
100% Corpus,7,0.31,symmetric,0.44010665079572814
100% Corpus,7,0.61,0.01,0.3882284701301358
100% Corpus,7,0.61,0.31,0.45735618518905297
100% Corpus,7,0.61,0.61,0.49858364852166004
100% Corpus,7,0.61,0.9099999999999999,0.540974548896841
100% Corpus,7,0.61,symmetric,0.40039420385818814
100% Corpus,7,0.9099999999999999,0.01,0.41312297759937283
100% Corpus,7,0.9099999999999999,0.31,0.43525121028329944
100% Corpus,7,0.9099999999999999,0.61,0.4601871312249391
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.5602079504761072
100% Corpus,7,0.9099999999999999,symmetric,0.39282478276993504
100% Corpus,7,symmetric,0.01,0.3951633172890055
100% Corpus,7,symmetric,0.31,0.41489210804946597
100% Corpus,7,symmetric,0.61,0.48139674821907946
100% Corpus,7,symmetric,0.9099999999999999,0.4375879865766369
100% Corpus,7,symmetric,symmetric,0.44529081838105905
100% Corpus,7,asymmetric,0.01,0.3993665587344069
100% Corpus,7,asymmetric,0.31,0.4671692368428037
100% Corpus,7,asymmetric,0.61,0.5219610191871091
100% Corpus,7,asymmetric,0.9099999999999999,0.4512027028034872
100% Corpus,7,asymmetric,symmetric,0.45385782516296796
100% Corpus,8,0.01,0.01,0.4104598008177974
100% Corpus,8,0.01,0.31,0.4546125468007308
100% Corpus,8,0.01,0.61,0.4113103442537941
100% Corpus,8,0.01,0.9099999999999999,0.3648634506247798
100% Corpus,8,0.01,symmetric,0.4868771132669078
100% Corpus,8,0.31,0.01,0.40424944084902453
100% Corpus,8,0.31,0.31,0.5209504189085823
100% Corpus,8,0.31,0.61,0.4138956089290207
100% Corpus,8,0.31,0.9099999999999999,0.4728015536306468
100% Corpus,8,0.31,symmetric,0.4143265414142492
100% Corpus,8,0.61,0.01,0.38852722777118753
100% Corpus,8,0.61,0.31,0.4752009956378088
100% Corpus,8,0.61,0.61,0.5168410145039886
100% Corpus,8,0.61,0.9099999999999999,0.5654201875770242
100% Corpus,8,0.61,symmetric,0.37329461358506627
100% Corpus,8,0.9099999999999999,0.01,0.3923435818569403
100% Corpus,8,0.9099999999999999,0.31,0.4217982937050919
100% Corpus,8,0.9099999999999999,0.61,0.5190240537950321
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.5776970182669691
100% Corpus,8,0.9099999999999999,symmetric,0.3973925146071861
100% Corpus,8,symmetric,0.01,0.3912829860197198
100% Corpus,8,symmetric,0.31,0.45837338170162356
100% Corpus,8,symmetric,0.61,0.45216578095718873
100% Corpus,8,symmetric,0.9099999999999999,0.38120920690117716
100% Corpus,8,symmetric,symmetric,0.477365875387584
100% Corpus,8,asymmetric,0.01,0.3700704897990348
100% Corpus,8,asymmetric,0.31,0.4537858476890414
100% Corpus,8,asymmetric,0.61,0.4876433531403984
100% Corpus,8,asymmetric,0.9099999999999999,0.5106340355155425
100% Corpus,8,asymmetric,symmetric,0.5021150135099413
100% Corpus,9,0.01,0.01,0.40204005819566574
100% Corpus,9,0.01,0.31,0.42295414397182685
100% Corpus,9,0.01,0.61,0.466048277562191
100% Corpus,9,0.01,0.9099999999999999,0.4132228314946293
100% Corpus,9,0.01,symmetric,0.5175551946971502
100% Corpus,9,0.31,0.01,0.37073823329121486
100% Corpus,9,0.31,0.31,0.509016553935177
100% Corpus,9,0.31,0.61,0.4440199976110477
100% Corpus,9,0.31,0.9099999999999999,0.46946041314061987
