Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,symmetric,0.4035540748013006
100% Corpus,9,0.61,0.01,0.42111968540333544
100% Corpus,9,0.61,0.31,0.41600819063511285
100% Corpus,9,0.61,0.61,0.4670882572121513
100% Corpus,9,0.61,0.9099999999999999,0.4428991368797214
100% Corpus,9,0.61,symmetric,0.42051574611352327
100% Corpus,9,0.9099999999999999,0.01,0.42195230331303707
100% Corpus,9,0.9099999999999999,0.31,0.4182005913427027
100% Corpus,9,0.9099999999999999,0.61,0.4100687187137557
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.4089376032332962
100% Corpus,9,0.9099999999999999,symmetric,0.42488136718511266
100% Corpus,9,symmetric,0.01,0.4018734027190208
100% Corpus,9,symmetric,0.31,0.5019692766333271
100% Corpus,9,symmetric,0.61,0.40175909987660163
100% Corpus,9,symmetric,0.9099999999999999,0.42902060993981117
100% Corpus,9,symmetric,symmetric,0.4352077451447826
100% Corpus,9,asymmetric,0.01,0.4344084070536161
100% Corpus,9,asymmetric,0.31,0.47156391218710936
100% Corpus,9,asymmetric,0.61,0.44582192845800467
100% Corpus,9,asymmetric,0.9099999999999999,0.43630003606501766
100% Corpus,9,asymmetric,symmetric,0.43597192559715753
100% Corpus,10,0.01,0.01,0.3872403723115361
100% Corpus,10,0.01,0.31,0.4730683557164155
100% Corpus,10,0.01,0.61,0.3795253438537825
100% Corpus,10,0.01,0.9099999999999999,0.4372321782474711
100% Corpus,10,0.01,symmetric,0.4065743790960957
100% Corpus,10,0.31,0.01,0.3885163192098986
100% Corpus,10,0.31,0.31,0.4734587265207698
100% Corpus,10,0.31,0.61,0.45579951715261774
100% Corpus,10,0.31,0.9099999999999999,0.4186638572239997
100% Corpus,10,0.31,symmetric,0.4106829955640269
100% Corpus,10,0.61,0.01,0.4011844652120812
100% Corpus,10,0.61,0.31,0.4347133936895958
100% Corpus,10,0.61,0.61,0.4367244444789444
100% Corpus,10,0.61,0.9099999999999999,0.5054071247868296
100% Corpus,10,0.61,symmetric,0.4032685178309334
100% Corpus,10,0.9099999999999999,0.01,0.40216290553996303
100% Corpus,10,0.9099999999999999,0.31,0.40217517467993125
100% Corpus,10,0.9099999999999999,0.61,0.44216785044301155
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.40900459962103347
100% Corpus,10,0.9099999999999999,symmetric,0.3952639576898207
100% Corpus,10,symmetric,0.01,0.3983517756412406
100% Corpus,10,symmetric,0.31,0.5121508916726905
100% Corpus,10,symmetric,0.61,0.3805360454941068
100% Corpus,10,symmetric,0.9099999999999999,0.42682543764812336
100% Corpus,10,symmetric,symmetric,0.40425835871349525
100% Corpus,10,asymmetric,0.01,0.37148659645724524
100% Corpus,10,asymmetric,0.31,0.4590789279102359
100% Corpus,10,asymmetric,0.61,0.4392751253913317
100% Corpus,10,asymmetric,0.9099999999999999,0.42125934799578985
100% Corpus,10,asymmetric,symmetric,0.4238322401873312
