Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,5,symmetric,0.31,0.4251400109484808
75% Corpus,5,symmetric,0.61,0.48529313539703567
75% Corpus,5,symmetric,0.9099999999999999,0.47990367883462764
75% Corpus,5,symmetric,symmetric,0.3335168830458637
75% Corpus,5,asymmetric,0.01,0.41562120247725326
75% Corpus,5,asymmetric,0.31,0.43816323093033505
75% Corpus,5,asymmetric,0.61,0.46614041739315804
75% Corpus,5,asymmetric,0.9099999999999999,0.49265689309200483
75% Corpus,5,asymmetric,symmetric,0.389553777735269
75% Corpus,6,0.01,0.01,0.36173198958591035
75% Corpus,6,0.01,0.31,0.5286308513051343
75% Corpus,6,0.01,0.61,0.49919169105170846
75% Corpus,6,0.01,0.9099999999999999,0.4981691542502002
75% Corpus,6,0.01,symmetric,0.43261323792952466
75% Corpus,6,0.31,0.01,0.3956041340065192
75% Corpus,6,0.31,0.31,0.4554010923370891
75% Corpus,6,0.31,0.61,0.4773964172128133
75% Corpus,6,0.31,0.9099999999999999,0.5017360669669807
75% Corpus,6,0.31,symmetric,0.42572317546752353
75% Corpus,6,0.61,0.01,0.39833838482933653
75% Corpus,6,0.61,0.31,0.4293435307808336
75% Corpus,6,0.61,0.61,0.45943436719540287
75% Corpus,6,0.61,0.9099999999999999,0.5407389277348789
75% Corpus,6,0.61,symmetric,0.39596134318159976
75% Corpus,6,0.9099999999999999,0.01,0.40136274859616466
75% Corpus,6,0.9099999999999999,0.31,0.4042180237917466
75% Corpus,6,0.9099999999999999,0.61,0.4352477841478342
75% Corpus,6,0.9099999999999999,0.9099999999999999,0.47000995744758384
75% Corpus,6,0.9099999999999999,symmetric,0.42088880971436926
75% Corpus,6,symmetric,0.01,0.39332745256405016
75% Corpus,6,symmetric,0.31,0.4561312889699118
75% Corpus,6,symmetric,0.61,0.5251279218253869
75% Corpus,6,symmetric,0.9099999999999999,0.5093364552298896
75% Corpus,6,symmetric,symmetric,0.4206338060877787
75% Corpus,6,asymmetric,0.01,0.4250348029633533
75% Corpus,6,asymmetric,0.31,0.40317649525781524
75% Corpus,6,asymmetric,0.61,0.45614671061070405
75% Corpus,6,asymmetric,0.9099999999999999,0.4698420623781576
75% Corpus,6,asymmetric,symmetric,0.4084051259096319
75% Corpus,7,0.01,0.01,0.4127390404648215
75% Corpus,7,0.01,0.31,0.5227314214336569
75% Corpus,7,0.01,0.61,0.4539247738842474
75% Corpus,7,0.01,0.9099999999999999,0.4999273522374162
75% Corpus,7,0.01,symmetric,0.41717338785969993
75% Corpus,7,0.31,0.01,0.3971726819276778
75% Corpus,7,0.31,0.31,0.49567497837875735
75% Corpus,7,0.31,0.61,0.5269545213472531
75% Corpus,7,0.31,0.9099999999999999,0.49136462319975543
75% Corpus,7,0.31,symmetric,0.411787723878294
75% Corpus,7,0.61,0.01,0.40402574235275696
75% Corpus,7,0.61,0.31,0.44077950693573553
75% Corpus,7,0.61,0.61,0.49396261455476614
75% Corpus,7,0.61,0.9099999999999999,0.46529263964905887
75% Corpus,7,0.61,symmetric,0.40579785581665434
75% Corpus,7,0.9099999999999999,0.01,0.4167230950470269
75% Corpus,7,0.9099999999999999,0.31,0.42703714894378014
75% Corpus,7,0.9099999999999999,0.61,0.5048804488475999
75% Corpus,7,0.9099999999999999,0.9099999999999999,0.5308128844173141
75% Corpus,7,0.9099999999999999,symmetric,0.403598352219876
75% Corpus,7,symmetric,0.01,0.4004618907548526
75% Corpus,7,symmetric,0.31,0.5029433830982155
75% Corpus,7,symmetric,0.61,0.5055584857981553
75% Corpus,7,symmetric,0.9099999999999999,0.46670056452664543
75% Corpus,7,symmetric,symmetric,0.4380293429233793
75% Corpus,7,asymmetric,0.01,0.4219525568033821
75% Corpus,7,asymmetric,0.31,0.44787243660023446
75% Corpus,7,asymmetric,0.61,0.4793236648163846
75% Corpus,7,asymmetric,0.9099999999999999,0.3893208072274916
75% Corpus,7,asymmetric,symmetric,0.44089975008558463
75% Corpus,8,0.01,0.01,0.384084046202812
75% Corpus,8,0.01,0.31,0.5178171262295832
75% Corpus,8,0.01,0.61,0.4276246002265588
75% Corpus,8,0.01,0.9099999999999999,0.405808328174457
75% Corpus,8,0.01,symmetric,0.4569804336368536
75% Corpus,8,0.31,0.01,0.40194333831975965
75% Corpus,8,0.31,0.31,0.45869650505783155
75% Corpus,8,0.31,0.61,0.5017655126548455
75% Corpus,8,0.31,0.9099999999999999,0.45709075353233064
75% Corpus,8,0.31,symmetric,0.4270548299350029
75% Corpus,8,0.61,0.01,0.40231744193291696
75% Corpus,8,0.61,0.31,0.4520499155814777
75% Corpus,8,0.61,0.61,0.5215375586831513
75% Corpus,8,0.61,0.9099999999999999,0.5005996673193934
75% Corpus,8,0.61,symmetric,0.4018498244726256
75% Corpus,8,0.9099999999999999,0.01,0.41777930284545967
75% Corpus,8,0.9099999999999999,0.31,0.3888727934777335
75% Corpus,8,0.9099999999999999,0.61,0.5179307101809367
75% Corpus,8,0.9099999999999999,0.9099999999999999,0.5019541159111639
75% Corpus,8,0.9099999999999999,symmetric,0.41458428007951575
75% Corpus,8,symmetric,0.01,0.4028094219913318
75% Corpus,8,symmetric,0.31,0.4946614212145317
75% Corpus,8,symmetric,0.61,0.536532153476759
75% Corpus,8,symmetric,0.9099999999999999,0.4625098057644589
75% Corpus,8,symmetric,symmetric,0.3932406486038833
75% Corpus,8,asymmetric,0.01,0.39697134409266355
75% Corpus,8,asymmetric,0.31,0.4766470018893224
75% Corpus,8,asymmetric,0.61,0.576544183633936
75% Corpus,8,asymmetric,0.9099999999999999,0.42745463326197153
75% Corpus,8,asymmetric,symmetric,0.45073762784292154
75% Corpus,9,0.01,0.01,0.4288790415982632
75% Corpus,9,0.01,0.31,0.5046314146650143
75% Corpus,9,0.01,0.61,0.49419198544930765
75% Corpus,9,0.01,0.9099999999999999,0.46749799685562365
75% Corpus,9,0.01,symmetric,0.44346181715021554
75% Corpus,9,0.31,0.01,0.3935115110437481
75% Corpus,9,0.31,0.31,0.5234609687924817
75% Corpus,9,0.31,0.61,0.4792902583857428
75% Corpus,9,0.31,0.9099999999999999,0.4342421667681327
75% Corpus,9,0.31,symmetric,0.3981620076655463
75% Corpus,9,0.61,0.01,0.4108553450098346
75% Corpus,9,0.61,0.31,0.4852265474898989
75% Corpus,9,0.61,0.61,0.5472345656947666
75% Corpus,9,0.61,0.9099999999999999,0.514010537157307
75% Corpus,9,0.61,symmetric,0.40823391207796206
75% Corpus,9,0.9099999999999999,0.01,0.4154089793434348
75% Corpus,9,0.9099999999999999,0.31,0.43702738760766313
75% Corpus,9,0.9099999999999999,0.61,0.5497942683636493
75% Corpus,9,0.9099999999999999,0.9099999999999999,0.4964445540774054
75% Corpus,9,0.9099999999999999,symmetric,0.42194971368724704
75% Corpus,9,symmetric,0.01,0.4263645936419602
75% Corpus,9,symmetric,0.31,0.5176249146368576
75% Corpus,9,symmetric,0.61,0.5115726493337823
75% Corpus,9,symmetric,0.9099999999999999,0.49494089215800163
75% Corpus,9,symmetric,symmetric,0.43401544124176966
75% Corpus,9,asymmetric,0.01,0.449978836059552
75% Corpus,9,asymmetric,0.31,0.45771437542475485
75% Corpus,9,asymmetric,0.61,0.4444674015095067
75% Corpus,9,asymmetric,0.9099999999999999,0.4489919103246268
75% Corpus,9,asymmetric,symmetric,0.41661107209501813
75% Corpus,10,0.01,0.01,0.3963378280915655
75% Corpus,10,0.01,0.31,0.5157787513828641
75% Corpus,10,0.01,0.61,0.5000997497452432
75% Corpus,10,0.01,0.9099999999999999,0.4000757430004224
75% Corpus,10,0.01,symmetric,0.46501006990902616
75% Corpus,10,0.31,0.01,0.38313615952968644
75% Corpus,10,0.31,0.31,0.5378829107110309
75% Corpus,10,0.31,0.61,0.45794025510595954
75% Corpus,10,0.31,0.9099999999999999,0.43703626874675094
75% Corpus,10,0.31,symmetric,0.4036156556414346
75% Corpus,10,0.61,0.01,0.40142228607816055
75% Corpus,10,0.61,0.31,0.45346355162793783
75% Corpus,10,0.61,0.61,0.4932979950239712
75% Corpus,10,0.61,0.9099999999999999,0.5307076095053849
75% Corpus,10,0.61,symmetric,0.3906071727263802
75% Corpus,10,0.9099999999999999,0.01,0.40408876408207944
75% Corpus,10,0.9099999999999999,0.31,0.40436416266910397
75% Corpus,10,0.9099999999999999,0.61,0.540987772684125
75% Corpus,10,0.9099999999999999,0.9099999999999999,0.46650209310272556
75% Corpus,10,0.9099999999999999,symmetric,0.4050824199287287
75% Corpus,10,symmetric,0.01,0.40180294604901123
75% Corpus,10,symmetric,0.31,0.5659050106974698
75% Corpus,10,symmetric,0.61,0.5448538466443587
75% Corpus,10,symmetric,0.9099999999999999,0.43680026298119506
75% Corpus,10,symmetric,symmetric,0.44261042451087595
75% Corpus,10,asymmetric,0.01,0.39295059205937716
75% Corpus,10,asymmetric,0.31,0.5003417540078698
75% Corpus,10,asymmetric,0.61,0.4882782301312917
75% Corpus,10,asymmetric,0.9099999999999999,0.4193463612454851
75% Corpus,10,asymmetric,symmetric,0.49484734655235074
100% Corpus,2,0.01,0.01,0.3689753295169182
100% Corpus,2,0.01,0.31,0.36926749715924073
100% Corpus,2,0.01,0.61,0.3869667714710561
100% Corpus,2,0.01,0.9099999999999999,0.4012386314231343
100% Corpus,2,0.01,symmetric,0.38827749604056216
100% Corpus,2,0.31,0.01,0.36754808098382963
100% Corpus,2,0.31,0.31,0.3692674971592408
100% Corpus,2,0.31,0.61,0.3868360305107438
100% Corpus,2,0.31,0.9099999999999999,0.3692674971592408
100% Corpus,2,0.31,symmetric,0.37757356894366223
100% Corpus,2,0.61,0.01,0.3673496088813437
100% Corpus,2,0.61,0.31,0.3692674971592408
100% Corpus,2,0.61,0.61,0.37757356894366223
100% Corpus,2,0.61,0.9099999999999999,0.3896381770767941
100% Corpus,2,0.61,symmetric,0.37140027692288335
100% Corpus,2,0.9099999999999999,0.01,0.36958274206401626
100% Corpus,2,0.9099999999999999,0.31,0.3684574066254063
100% Corpus,2,0.9099999999999999,0.61,0.37305307819984845
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.3882749889831163
100% Corpus,2,0.9099999999999999,symmetric,0.37612444763386094
100% Corpus,2,symmetric,0.01,0.36791948630851645
100% Corpus,2,symmetric,0.31,0.3692674971592408
100% Corpus,2,symmetric,0.61,0.37757356894366223
100% Corpus,2,symmetric,0.9099999999999999,0.38963817707679405
100% Corpus,2,symmetric,symmetric,0.37757356894366223
100% Corpus,2,asymmetric,0.01,0.3656546226860058
100% Corpus,2,asymmetric,0.31,0.35904269014460866
100% Corpus,2,asymmetric,0.61,0.36926749715924073
100% Corpus,2,asymmetric,0.9099999999999999,0.37140027692288335
100% Corpus,2,asymmetric,symmetric,0.36926749715924073
100% Corpus,3,0.01,0.01,0.3848422495567116
100% Corpus,3,0.01,0.31,0.4086277753402447
100% Corpus,3,0.01,0.61,0.4627454553163266
100% Corpus,3,0.01,0.9099999999999999,0.44232265624237915
100% Corpus,3,0.01,symmetric,0.4086277753402447
100% Corpus,3,0.31,0.01,0.3899075573725373
100% Corpus,3,0.31,0.31,0.3979993772896966
100% Corpus,3,0.31,0.61,0.4363407228074792
100% Corpus,3,0.31,0.9099999999999999,0.4412804708133771
100% Corpus,3,0.31,symmetric,0.39943782563506497
100% Corpus,3,0.61,0.01,0.38853888607646675
100% Corpus,3,0.61,0.31,0.3992976609876308
100% Corpus,3,0.61,0.61,0.40008900990564245
100% Corpus,3,0.61,0.9099999999999999,0.41585907120767046
100% Corpus,3,0.61,symmetric,0.3992976609876308
100% Corpus,3,0.9099999999999999,0.01,0.3821069272415829
100% Corpus,3,0.9099999999999999,0.31,0.392560828249019
100% Corpus,3,0.9099999999999999,0.61,0.4053805049639894
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.40525635070802646
100% Corpus,3,0.9099999999999999,symmetric,0.392560828249019
100% Corpus,3,symmetric,0.01,0.39467443122458556
100% Corpus,3,symmetric,0.31,0.3979993772896966
100% Corpus,3,symmetric,0.61,0.43416789566542907
100% Corpus,3,symmetric,0.9099999999999999,0.44128047081337707
100% Corpus,3,symmetric,symmetric,0.3979993772896966
100% Corpus,3,asymmetric,0.01,0.3638342553562636
100% Corpus,3,asymmetric,0.31,0.37666727235295344
100% Corpus,3,asymmetric,0.61,0.38511545086540894
100% Corpus,3,asymmetric,0.9099999999999999,0.3838736715378776
100% Corpus,3,asymmetric,symmetric,0.3766672723529534
100% Corpus,4,0.01,0.01,0.3891887714345444
100% Corpus,4,0.01,0.31,0.4233947967888183
100% Corpus,4,0.01,0.61,0.4202819038438559
100% Corpus,4,0.01,0.9099999999999999,0.4264154675999336
100% Corpus,4,0.01,symmetric,0.3890501127456763
100% Corpus,4,0.31,0.01,0.3936212986061557
100% Corpus,4,0.31,0.31,0.38981270324732176
100% Corpus,4,0.31,0.61,0.40807846661751024
100% Corpus,4,0.31,0.9099999999999999,0.4446392807308286
100% Corpus,4,0.31,symmetric,0.38659360437230095
100% Corpus,4,0.61,0.01,0.38290066691744185
100% Corpus,4,0.61,0.31,0.3957234060793942
100% Corpus,4,0.61,0.61,0.4204311275143292
100% Corpus,4,0.61,0.9099999999999999,0.4250618102652497
100% Corpus,4,0.61,symmetric,0.39033983818364215
100% Corpus,4,0.9099999999999999,0.01,0.38392578744338024
100% Corpus,4,0.9099999999999999,0.31,0.3936854857807758
100% Corpus,4,0.9099999999999999,0.61,0.4061988851174043
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.414053366973239
100% Corpus,4,0.9099999999999999,symmetric,0.39160264300538716
100% Corpus,4,symmetric,0.01,0.38434400828543774
100% Corpus,4,symmetric,0.31,0.3889473419410914
100% Corpus,4,symmetric,0.61,0.41398346244648
100% Corpus,4,symmetric,0.9099999999999999,0.4735686417282674
100% Corpus,4,symmetric,symmetric,0.3952631944959416
100% Corpus,4,asymmetric,0.01,0.37435200856551615
100% Corpus,4,asymmetric,0.31,0.36743559549541494
100% Corpus,4,asymmetric,0.61,0.41656439921443345
100% Corpus,4,asymmetric,0.9099999999999999,0.43422983261926545
100% Corpus,4,asymmetric,symmetric,0.3917006962722813
100% Corpus,5,0.01,0.01,0.3985628737378013
100% Corpus,5,0.01,0.31,0.4588256458266019
100% Corpus,5,0.01,0.61,0.44306596482142657
100% Corpus,5,0.01,0.9099999999999999,0.40450437239553994
100% Corpus,5,0.01,symmetric,0.36640082914644234
100% Corpus,5,0.31,0.01,0.3900551705611076
100% Corpus,5,0.31,0.31,0.3986253234330193
100% Corpus,5,0.31,0.61,0.39123381451465256
100% Corpus,5,0.31,0.9099999999999999,0.46425477656491043
100% Corpus,5,0.31,symmetric,0.35831315267087505
100% Corpus,5,0.61,0.01,0.4036809500196239
100% Corpus,5,0.61,0.31,0.3936603293742301
100% Corpus,5,0.61,0.61,0.42139056294864974
100% Corpus,5,0.61,0.9099999999999999,0.4094745948469069
100% Corpus,5,0.61,symmetric,0.39530097892638183
100% Corpus,5,0.9099999999999999,0.01,0.39835929404272075
100% Corpus,5,0.9099999999999999,0.31,0.4039058815159036
100% Corpus,5,0.9099999999999999,0.61,0.41405648669981093
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.39219602785695445
100% Corpus,5,0.9099999999999999,symmetric,0.40510784390178517
100% Corpus,5,symmetric,0.01,0.38898633762158275
100% Corpus,5,symmetric,0.31,0.4580300860725364
100% Corpus,5,symmetric,0.61,0.4122260619809669
100% Corpus,5,symmetric,0.9099999999999999,0.4237574588219025
100% Corpus,5,symmetric,symmetric,0.37337623280475085
100% Corpus,5,asymmetric,0.01,0.41668284461200933
100% Corpus,5,asymmetric,0.31,0.43062336040429355
100% Corpus,5,asymmetric,0.61,0.4365464938286142
100% Corpus,5,asymmetric,0.9099999999999999,0.4183696299506903
100% Corpus,5,asymmetric,symmetric,0.4161091677756576
100% Corpus,6,0.01,0.01,0.42502352333322063
100% Corpus,6,0.01,0.31,0.4478062350834491
100% Corpus,6,0.01,0.61,0.38997254248170377
100% Corpus,6,0.01,0.9099999999999999,0.4582159241688028
100% Corpus,6,0.01,symmetric,0.3751438875305522
100% Corpus,6,0.31,0.01,0.39991180999559744
100% Corpus,6,0.31,0.31,0.44155086927040826
100% Corpus,6,0.31,0.61,0.453611925480427
100% Corpus,6,0.31,0.9099999999999999,0.4144239062323676
100% Corpus,6,0.31,symmetric,0.4526004802445828
100% Corpus,6,0.61,0.01,0.4087196862047861
100% Corpus,6,0.61,0.31,0.4083695595633561
100% Corpus,6,0.61,0.61,0.44048945965340347
100% Corpus,6,0.61,0.9099999999999999,0.40619432254284593
100% Corpus,6,0.61,symmetric,0.402915094134088
100% Corpus,6,0.9099999999999999,0.01,0.4034965872576517
100% Corpus,6,0.9099999999999999,0.31,0.42388683881234207
100% Corpus,6,0.9099999999999999,0.61,0.42560003388265844
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.4568497458226684
100% Corpus,6,0.9099999999999999,symmetric,0.42057850012572073
100% Corpus,6,symmetric,0.01,0.41715493671102505
100% Corpus,6,symmetric,0.31,0.466104532231239
100% Corpus,6,symmetric,0.61,0.4831215773735247
100% Corpus,6,symmetric,0.9099999999999999,0.46626603049052634
100% Corpus,6,symmetric,symmetric,0.432352202121795
100% Corpus,6,asymmetric,0.01,0.4176558669334453
100% Corpus,6,asymmetric,0.31,0.4212681912233265
100% Corpus,6,asymmetric,0.61,0.38913868303767346
100% Corpus,6,asymmetric,0.9099999999999999,0.43046867614076406
100% Corpus,6,asymmetric,symmetric,0.39688875978561383
100% Corpus,7,0.01,0.01,0.41938401117745366
100% Corpus,7,0.01,0.31,0.4487167947464113
100% Corpus,7,0.01,0.61,0.44870949358071305
100% Corpus,7,0.01,0.9099999999999999,0.35589339737108255
100% Corpus,7,0.01,symmetric,0.4415819711848695
100% Corpus,7,0.31,0.01,0.3913749195074156
100% Corpus,7,0.31,0.31,0.4377011615005822
100% Corpus,7,0.31,0.61,0.4354456554428516
100% Corpus,7,0.31,0.9099999999999999,0.4430321917099097
100% Corpus,7,0.31,symmetric,0.3787594021611312
100% Corpus,7,0.61,0.01,0.39678839440365243
100% Corpus,7,0.61,0.31,0.3915678081811326
100% Corpus,7,0.61,0.61,0.4379551461102187
100% Corpus,7,0.61,0.9099999999999999,0.42408906802049284
100% Corpus,7,0.61,symmetric,0.41686043824562535
100% Corpus,7,0.9099999999999999,0.01,0.4072638070169115
100% Corpus,7,0.9099999999999999,0.31,0.4064506405767097
100% Corpus,7,0.9099999999999999,0.61,0.4347627873919858
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.3875070911408211
100% Corpus,7,0.9099999999999999,symmetric,0.42299873274422284
100% Corpus,7,symmetric,0.01,0.41503237137309873
100% Corpus,7,symmetric,0.31,0.440074077178533
100% Corpus,7,symmetric,0.61,0.4521964930330157
100% Corpus,7,symmetric,0.9099999999999999,0.3446841830999669
100% Corpus,7,symmetric,symmetric,0.4277576551038104
100% Corpus,7,asymmetric,0.01,0.4210548165215223
100% Corpus,7,asymmetric,0.31,0.43102221968213433
100% Corpus,7,asymmetric,0.61,0.45065904028566744
100% Corpus,7,asymmetric,0.9099999999999999,0.4209106242371195
100% Corpus,7,asymmetric,symmetric,0.42558670175575986
100% Corpus,8,0.01,0.01,0.3863585485820543
100% Corpus,8,0.01,0.31,0.44082505676766104
100% Corpus,8,0.01,0.61,0.4183810462070035
100% Corpus,8,0.01,0.9099999999999999,0.384126082709208
100% Corpus,8,0.01,symmetric,0.4224387684272254
100% Corpus,8,0.31,0.01,0.41310821591263225
100% Corpus,8,0.31,0.31,0.4457208894358733
100% Corpus,8,0.31,0.61,0.44191577322512593
100% Corpus,8,0.31,0.9099999999999999,0.48093872509182767
100% Corpus,8,0.31,symmetric,0.4159287927058609
100% Corpus,8,0.61,0.01,0.40024651491560964
100% Corpus,8,0.61,0.31,0.40317631061771086
100% Corpus,8,0.61,0.61,0.4317827233593668
100% Corpus,8,0.61,0.9099999999999999,0.43124631173402395
100% Corpus,8,0.61,symmetric,0.41167625901073185
100% Corpus,8,0.9099999999999999,0.01,0.40988607430562557
100% Corpus,8,0.9099999999999999,0.31,0.40744111704407787
100% Corpus,8,0.9099999999999999,0.61,0.43641341268498723
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.4303438133431347
100% Corpus,8,0.9099999999999999,symmetric,0.41060515354037674
100% Corpus,8,symmetric,0.01,0.40314377721242606
100% Corpus,8,symmetric,0.31,0.47512711706773725
100% Corpus,8,symmetric,0.61,0.45317486410957275
100% Corpus,8,symmetric,0.9099999999999999,0.4083861281583272
100% Corpus,8,symmetric,symmetric,0.4566925984863749
100% Corpus,8,asymmetric,0.01,0.40107896137630816
100% Corpus,8,asymmetric,0.31,0.43591592089540643
100% Corpus,8,asymmetric,0.61,0.4318051605292913
100% Corpus,8,asymmetric,0.9099999999999999,0.40589895023870004
100% Corpus,8,asymmetric,symmetric,0.4634156662125296
100% Corpus,9,0.01,0.01,0.4358723511364441
100% Corpus,9,0.01,0.31,0.4969620965197413
100% Corpus,9,0.01,0.61,0.37785381904506826
100% Corpus,9,0.01,0.9099999999999999,0.37216857699041506
100% Corpus,9,0.01,symmetric,0.44534090701230067
100% Corpus,9,0.31,0.01,0.3960102934670398
100% Corpus,9,0.31,0.31,0.4481793198002823
100% Corpus,9,0.31,0.61,0.43921176673987394
100% Corpus,9,0.31,0.9099999999999999,0.4639937453615117
