Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,symmetric,0.4566659649099088
100% Corpus,9,0.61,0.01,0.46013457898576804
100% Corpus,9,0.61,0.31,0.507710411505985
100% Corpus,9,0.61,0.61,0.48390019130011436
100% Corpus,9,0.61,0.9099999999999999,0.5037059326319845
100% Corpus,9,0.61,symmetric,0.47161482792974874
100% Corpus,9,0.9099999999999999,0.01,0.4510484693007705
100% Corpus,9,0.9099999999999999,0.31,0.48480393790440307
100% Corpus,9,0.9099999999999999,0.61,0.5031046036818227
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.48916602048720087
100% Corpus,9,0.9099999999999999,symmetric,0.4534081840182608
100% Corpus,9,symmetric,0.01,0.4477086902717606
100% Corpus,9,symmetric,0.31,0.4932144457898272
100% Corpus,9,symmetric,0.61,0.5167344268728626
100% Corpus,9,symmetric,0.9099999999999999,0.48689306332712995
100% Corpus,9,symmetric,symmetric,0.4422239363604212
100% Corpus,9,asymmetric,0.01,0.4721233077576961
100% Corpus,9,asymmetric,0.31,0.47042760726654076
100% Corpus,9,asymmetric,0.61,0.46711631951229354
100% Corpus,9,asymmetric,0.9099999999999999,0.48320127553927095
100% Corpus,9,asymmetric,symmetric,0.4542293441136906
100% Corpus,10,0.01,0.01,0.4567647593242549
100% Corpus,10,0.01,0.31,0.5143279974602899
100% Corpus,10,0.01,0.61,0.5022668757465908
100% Corpus,10,0.01,0.9099999999999999,0.4981975136348695
100% Corpus,10,0.01,symmetric,0.4635464417260146
100% Corpus,10,0.31,0.01,0.42259193359078306
100% Corpus,10,0.31,0.31,0.48950996435025385
100% Corpus,10,0.31,0.61,0.5063526990364419
100% Corpus,10,0.31,0.9099999999999999,0.4588685912129228
100% Corpus,10,0.31,symmetric,0.4568206873052693
100% Corpus,10,0.61,0.01,0.4584369347482916
100% Corpus,10,0.61,0.31,0.49377385940086693
100% Corpus,10,0.61,0.61,0.49414667734709494
100% Corpus,10,0.61,0.9099999999999999,0.501293453887645
100% Corpus,10,0.61,symmetric,0.45415330652122343
100% Corpus,10,0.9099999999999999,0.01,0.4544181108776204
100% Corpus,10,0.9099999999999999,0.31,0.46955972685644953
100% Corpus,10,0.9099999999999999,0.61,0.5034783763154369
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.4783845997524795
100% Corpus,10,0.9099999999999999,symmetric,0.47136886526843275
100% Corpus,10,symmetric,0.01,0.46503315275172674
100% Corpus,10,symmetric,0.31,0.4930128446691088
100% Corpus,10,symmetric,0.61,0.4877064411625227
100% Corpus,10,symmetric,0.9099999999999999,0.47291587869107526
100% Corpus,10,symmetric,symmetric,0.44870359651682934
100% Corpus,10,asymmetric,0.01,0.47916656084242454
100% Corpus,10,asymmetric,0.31,0.46978793722617496
100% Corpus,10,asymmetric,0.61,0.46980611465042293
100% Corpus,10,asymmetric,0.9099999999999999,0.4479503047790064
100% Corpus,10,asymmetric,symmetric,0.46353207374745453
