Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,5,0.31,0.61,0.49554694990781584
100% Corpus,5,0.31,0.9099999999999999,0.49565116965072126
100% Corpus,5,0.31,symmetric,0.4606894483091531
100% Corpus,5,0.61,0.01,0.47956090436664633
100% Corpus,5,0.61,0.31,0.4515388181252325
100% Corpus,5,0.61,0.61,0.4688304182273285
100% Corpus,5,0.61,0.9099999999999999,0.5175133248013816
100% Corpus,5,0.61,symmetric,0.478139352990944
100% Corpus,5,0.9099999999999999,0.01,0.4785746670044344
100% Corpus,5,0.9099999999999999,0.31,0.4580958472683824
100% Corpus,5,0.9099999999999999,0.61,0.47877495065257814
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.5101886186003981
100% Corpus,5,0.9099999999999999,symmetric,0.46479699641405087
100% Corpus,5,symmetric,0.01,0.48726455569660543
100% Corpus,5,symmetric,0.31,0.41674160216236655
100% Corpus,5,symmetric,0.61,0.5511496312374998
100% Corpus,5,symmetric,0.9099999999999999,0.4692449669326478
100% Corpus,5,symmetric,symmetric,0.44892247790908996
100% Corpus,5,asymmetric,0.01,0.46923229541056155
100% Corpus,5,asymmetric,0.31,0.498242060884128
100% Corpus,5,asymmetric,0.61,0.482376066877907
100% Corpus,5,asymmetric,0.9099999999999999,0.4965118471628588
100% Corpus,5,asymmetric,symmetric,0.4450679413404699
100% Corpus,6,0.01,0.01,0.48474796363393197
100% Corpus,6,0.01,0.31,0.5115848758719602
100% Corpus,6,0.01,0.61,0.4964188122081543
100% Corpus,6,0.01,0.9099999999999999,0.5268630422868731
100% Corpus,6,0.01,symmetric,0.43561615705592005
100% Corpus,6,0.31,0.01,0.4545953099270223
100% Corpus,6,0.31,0.31,0.45036363755654074
100% Corpus,6,0.31,0.61,0.5158356906305915
100% Corpus,6,0.31,0.9099999999999999,0.5336342448404132
100% Corpus,6,0.31,symmetric,0.4674462373836353
100% Corpus,6,0.61,0.01,0.4887066686547505
100% Corpus,6,0.61,0.31,0.48126239517106656
100% Corpus,6,0.61,0.61,0.455993204824703
100% Corpus,6,0.61,0.9099999999999999,0.48858705776432787
100% Corpus,6,0.61,symmetric,0.50052798178671
100% Corpus,6,0.9099999999999999,0.01,0.49220256308317173
100% Corpus,6,0.9099999999999999,0.31,0.4664656887586915
100% Corpus,6,0.9099999999999999,0.61,0.4970775665843814
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.46242854487037616
100% Corpus,6,0.9099999999999999,symmetric,0.47420998962003974
100% Corpus,6,symmetric,0.01,0.46277506294302273
100% Corpus,6,symmetric,0.31,0.4170500462010809
100% Corpus,6,symmetric,0.61,0.5272674964276791
100% Corpus,6,symmetric,0.9099999999999999,0.5120425055777156
100% Corpus,6,symmetric,symmetric,0.4456410862495792
100% Corpus,6,asymmetric,0.01,0.45633269123227665
100% Corpus,6,asymmetric,0.31,0.4107815303878179
100% Corpus,6,asymmetric,0.61,0.48684396658257506
100% Corpus,6,asymmetric,0.9099999999999999,0.4962188510830717
100% Corpus,6,asymmetric,symmetric,0.4104048525512162
100% Corpus,7,0.01,0.01,0.48472517300554474
100% Corpus,7,0.01,0.31,0.48672908127126296
100% Corpus,7,0.01,0.61,0.5348760761394449
100% Corpus,7,0.01,0.9099999999999999,0.5076349544765809
100% Corpus,7,0.01,symmetric,0.509989134234211
100% Corpus,7,0.31,0.01,0.45459345141111285
100% Corpus,7,0.31,0.31,0.45491868828496196
100% Corpus,7,0.31,0.61,0.46734048624986446
100% Corpus,7,0.31,0.9099999999999999,0.5350038983894461
100% Corpus,7,0.31,symmetric,0.47195660801869427
100% Corpus,7,0.61,0.01,0.4710356243572552
100% Corpus,7,0.61,0.31,0.46506532362972364
100% Corpus,7,0.61,0.61,0.49010462124208665
100% Corpus,7,0.61,0.9099999999999999,0.5198702193774607
100% Corpus,7,0.61,symmetric,0.46398858384152014
100% Corpus,7,0.9099999999999999,0.01,0.45423130105897974
100% Corpus,7,0.9099999999999999,0.31,0.44168997298289525
100% Corpus,7,0.9099999999999999,0.61,0.46676349247129345
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.5299352817597819
100% Corpus,7,0.9099999999999999,symmetric,0.4620369106758208
100% Corpus,7,symmetric,0.01,0.44489367841436606
100% Corpus,7,symmetric,0.31,0.4687207679267314
100% Corpus,7,symmetric,0.61,0.5292041262520948
100% Corpus,7,symmetric,0.9099999999999999,0.532431294982017
100% Corpus,7,symmetric,symmetric,0.505008441573391
100% Corpus,7,asymmetric,0.01,0.44457300550155204
100% Corpus,7,asymmetric,0.31,0.4590489330660083
100% Corpus,7,asymmetric,0.61,0.5104846726117889
100% Corpus,7,asymmetric,0.9099999999999999,0.5052420696376586
100% Corpus,7,asymmetric,symmetric,0.46390999164215163
100% Corpus,8,0.01,0.01,0.4814814171669891
100% Corpus,8,0.01,0.31,0.4870736479251137
100% Corpus,8,0.01,0.61,0.5218958146187201
100% Corpus,8,0.01,0.9099999999999999,0.4956732195341889
100% Corpus,8,0.01,symmetric,0.4805422150704493
100% Corpus,8,0.31,0.01,0.4626766442378764
100% Corpus,8,0.31,0.31,0.47303397394596913
100% Corpus,8,0.31,0.61,0.541665186651995
100% Corpus,8,0.31,0.9099999999999999,0.5382979413669744
100% Corpus,8,0.31,symmetric,0.48348155967628476
100% Corpus,8,0.61,0.01,0.4657865692145894
100% Corpus,8,0.61,0.31,0.5014274138437884
100% Corpus,8,0.61,0.61,0.5118257688197814
100% Corpus,8,0.61,0.9099999999999999,0.5092739286190355
100% Corpus,8,0.61,symmetric,0.46922048154554763
100% Corpus,8,0.9099999999999999,0.01,0.4450367049626319
100% Corpus,8,0.9099999999999999,0.31,0.45505179375021104
100% Corpus,8,0.9099999999999999,0.61,0.5040190293704384
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.47364732093176976
100% Corpus,8,0.9099999999999999,symmetric,0.46833687552722847
100% Corpus,8,symmetric,0.01,0.49400820772950255
100% Corpus,8,symmetric,0.31,0.4541994766671254
100% Corpus,8,symmetric,0.61,0.45630304655295884
100% Corpus,8,symmetric,0.9099999999999999,0.5198468886110957
100% Corpus,8,symmetric,symmetric,0.49462181453430587
100% Corpus,8,asymmetric,0.01,0.45148285560234047
100% Corpus,8,asymmetric,0.31,0.4744767633273708
100% Corpus,8,asymmetric,0.61,0.44876450820796054
100% Corpus,8,asymmetric,0.9099999999999999,0.49438966339124535
100% Corpus,8,asymmetric,symmetric,0.46292492233427884
100% Corpus,9,0.01,0.01,0.49232632564818424
100% Corpus,9,0.01,0.31,0.537813440415783
100% Corpus,9,0.01,0.61,0.4915216665428589
100% Corpus,9,0.01,0.9099999999999999,0.4873056894503771
100% Corpus,9,0.01,symmetric,0.45189164027003237
100% Corpus,9,0.31,0.01,0.4511138350417407
100% Corpus,9,0.31,0.31,0.45196275533523855
100% Corpus,9,0.31,0.61,0.49685429503000184
100% Corpus,9,0.31,0.9099999999999999,0.536838382415231
