Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,10,asymmetric,0.9099999999999999,0.4299091355851731
75% Corpus,10,asymmetric,symmetric,0.5033715214826463
100% Corpus,2,0.01,0.01,0.36283000562961365
100% Corpus,2,0.01,0.31,0.35492553258155146
100% Corpus,2,0.01,0.61,0.37183380229891094
100% Corpus,2,0.01,0.9099999999999999,0.37183380229891094
100% Corpus,2,0.01,symmetric,0.3737156732627936
100% Corpus,2,0.31,0.01,0.36586172274184936
100% Corpus,2,0.31,0.31,0.37066023912913015
100% Corpus,2,0.31,0.61,0.37371567326279365
100% Corpus,2,0.31,0.9099999999999999,0.37183380229891094
100% Corpus,2,0.31,symmetric,0.37371567326279365
100% Corpus,2,0.61,0.01,0.3695357603552266
100% Corpus,2,0.61,0.31,0.36826795556373226
100% Corpus,2,0.61,0.61,0.37373686352412505
100% Corpus,2,0.61,0.9099999999999999,0.373736863524125
100% Corpus,2,0.61,symmetric,0.3778698885897893
100% Corpus,2,0.9099999999999999,0.01,0.3695357603552266
100% Corpus,2,0.9099999999999999,0.31,0.36826795556373226
100% Corpus,2,0.9099999999999999,0.61,0.3778698885897893
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.37373686352412505
100% Corpus,2,0.9099999999999999,symmetric,0.3778698885897893
100% Corpus,2,symmetric,0.01,0.3695357603552266
100% Corpus,2,symmetric,0.31,0.37066023912913015
100% Corpus,2,symmetric,0.61,0.37373686352412505
100% Corpus,2,symmetric,0.9099999999999999,0.373736863524125
100% Corpus,2,symmetric,symmetric,0.3778698885897893
100% Corpus,2,asymmetric,0.01,0.34862748899786733
100% Corpus,2,asymmetric,0.31,0.34885519103939433
100% Corpus,2,asymmetric,0.61,0.3514625077425878
100% Corpus,2,asymmetric,0.9099999999999999,0.3473137721136924
100% Corpus,2,asymmetric,symmetric,0.34821154637251606
100% Corpus,3,0.01,0.01,0.3932293407681224
100% Corpus,3,0.01,0.31,0.37990511634796414
100% Corpus,3,0.01,0.61,0.40158359765079316
100% Corpus,3,0.01,0.9099999999999999,0.3583613311355805
100% Corpus,3,0.01,symmetric,0.3826256698385357
100% Corpus,3,0.31,0.01,0.39118521875759704
100% Corpus,3,0.31,0.31,0.39340473329945985
100% Corpus,3,0.31,0.61,0.3942169621054024
100% Corpus,3,0.31,0.9099999999999999,0.4054696397231723
100% Corpus,3,0.31,symmetric,0.3842033698956711
100% Corpus,3,0.61,0.01,0.39257069393629074
100% Corpus,3,0.61,0.31,0.3934011877660009
100% Corpus,3,0.61,0.61,0.3955814739922186
100% Corpus,3,0.61,0.9099999999999999,0.3903720626326381
100% Corpus,3,0.61,symmetric,0.3934011877660009
100% Corpus,3,0.9099999999999999,0.01,0.3916292373264269
100% Corpus,3,0.9099999999999999,0.31,0.39109754213374454
100% Corpus,3,0.9099999999999999,0.61,0.39755065107313
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.4162113476686729
100% Corpus,3,0.9099999999999999,symmetric,0.39109754213374454
100% Corpus,3,symmetric,0.01,0.3894589391114626
100% Corpus,3,symmetric,0.31,0.3931007421276675
100% Corpus,3,symmetric,0.61,0.3862871166151467
100% Corpus,3,symmetric,0.9099999999999999,0.40551357860196174
100% Corpus,3,symmetric,symmetric,0.3842033698956711
100% Corpus,3,asymmetric,0.01,0.36714419331299003
100% Corpus,3,asymmetric,0.31,0.3818447981093825
100% Corpus,3,asymmetric,0.61,0.3837988647164696
100% Corpus,3,asymmetric,0.9099999999999999,0.3676923736671243
100% Corpus,3,asymmetric,symmetric,0.3952263678931293
100% Corpus,4,0.01,0.01,0.4048132667796295
100% Corpus,4,0.01,0.31,0.3902291245504346
100% Corpus,4,0.01,0.61,0.3954320825107166
100% Corpus,4,0.01,0.9099999999999999,0.4857672526602955
100% Corpus,4,0.01,symmetric,0.405840507749761
100% Corpus,4,0.31,0.01,0.3711828957353542
100% Corpus,4,0.31,0.31,0.43228598215862185
100% Corpus,4,0.31,0.61,0.4103691525120786
100% Corpus,4,0.31,0.9099999999999999,0.4026436508423827
100% Corpus,4,0.31,symmetric,0.40717574433395676
100% Corpus,4,0.61,0.01,0.39311263281980086
100% Corpus,4,0.61,0.31,0.3900895894924469
100% Corpus,4,0.61,0.61,0.42072247645922406
100% Corpus,4,0.61,0.9099999999999999,0.41532617521622694
100% Corpus,4,0.61,symmetric,0.38455274719651644
100% Corpus,4,0.9099999999999999,0.01,0.3854969603739705
100% Corpus,4,0.9099999999999999,0.31,0.38622956044142265
100% Corpus,4,0.9099999999999999,0.61,0.39447890552298437
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.4081844156626364
100% Corpus,4,0.9099999999999999,symmetric,0.3833873671956607
100% Corpus,4,symmetric,0.01,0.38446153543223655
100% Corpus,4,symmetric,0.31,0.4384019583448566
100% Corpus,4,symmetric,0.61,0.40854308573952547
100% Corpus,4,symmetric,0.9099999999999999,0.42677069718453187
100% Corpus,4,symmetric,symmetric,0.4070562969332625
100% Corpus,4,asymmetric,0.01,0.4019816626651626
100% Corpus,4,asymmetric,0.31,0.4004049734416263
100% Corpus,4,asymmetric,0.61,0.416887562938664
100% Corpus,4,asymmetric,0.9099999999999999,0.3401227023908545
100% Corpus,4,asymmetric,symmetric,0.39577466925965055
100% Corpus,5,0.01,0.01,0.3883451901362817
100% Corpus,5,0.01,0.31,0.4091630266546966
100% Corpus,5,0.01,0.61,0.4864148759309881
100% Corpus,5,0.01,0.9099999999999999,0.38464676400359854
100% Corpus,5,0.01,symmetric,0.419868921602118
100% Corpus,5,0.31,0.01,0.3877056388654168
100% Corpus,5,0.31,0.31,0.43164409038896956
100% Corpus,5,0.31,0.61,0.4394449742369084
100% Corpus,5,0.31,0.9099999999999999,0.495627543691927
100% Corpus,5,0.31,symmetric,0.4187873960531622
100% Corpus,5,0.61,0.01,0.3899864151965321
100% Corpus,5,0.61,0.31,0.4000071580953932
100% Corpus,5,0.61,0.61,0.42281905811518766
100% Corpus,5,0.61,0.9099999999999999,0.4690826110059082
100% Corpus,5,0.61,symmetric,0.39000343733969417
100% Corpus,5,0.9099999999999999,0.01,0.3923916220955184
100% Corpus,5,0.9099999999999999,0.31,0.41261682034567515
100% Corpus,5,0.9099999999999999,0.61,0.4031180673491582
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.4362418061274386
100% Corpus,5,0.9099999999999999,symmetric,0.3941359136126012
100% Corpus,5,symmetric,0.01,0.38391394375145166
100% Corpus,5,symmetric,0.31,0.4174946645047889
100% Corpus,5,symmetric,0.61,0.4394361185571384
100% Corpus,5,symmetric,0.9099999999999999,0.47955820620365197
100% Corpus,5,symmetric,symmetric,0.4080830869492921
100% Corpus,5,asymmetric,0.01,0.41527721699510406
100% Corpus,5,asymmetric,0.31,0.4356778371140311
100% Corpus,5,asymmetric,0.61,0.4538236619862495
100% Corpus,5,asymmetric,0.9099999999999999,0.4182353810813771
100% Corpus,5,asymmetric,symmetric,0.43622303414089353
100% Corpus,6,0.01,0.01,0.42189090452508177
100% Corpus,6,0.01,0.31,0.47071989890244587
100% Corpus,6,0.01,0.61,0.42157364183682855
100% Corpus,6,0.01,0.9099999999999999,0.3527489855760671
100% Corpus,6,0.01,symmetric,0.4439756125052603
100% Corpus,6,0.31,0.01,0.3966227203391462
100% Corpus,6,0.31,0.31,0.4715005361282119
100% Corpus,6,0.31,0.61,0.5373687821715847
100% Corpus,6,0.31,0.9099999999999999,0.47592334945932097
100% Corpus,6,0.31,symmetric,0.42540963317421077
100% Corpus,6,0.61,0.01,0.3936633376256799
100% Corpus,6,0.61,0.31,0.4278605127744672
100% Corpus,6,0.61,0.61,0.43923817726103415
100% Corpus,6,0.61,0.9099999999999999,0.507314547031492
100% Corpus,6,0.61,symmetric,0.39975907255469906
100% Corpus,6,0.9099999999999999,0.01,0.3936843161558312
100% Corpus,6,0.9099999999999999,0.31,0.4019678489863539
100% Corpus,6,0.9099999999999999,0.61,0.4358607109650834
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.4349663788604949
100% Corpus,6,0.9099999999999999,symmetric,0.3869224025679408
100% Corpus,6,symmetric,0.01,0.40590891536811063
100% Corpus,6,symmetric,0.31,0.4698702479648542
100% Corpus,6,symmetric,0.61,0.4028730769577342
100% Corpus,6,symmetric,0.9099999999999999,0.45932887264467187
100% Corpus,6,symmetric,symmetric,0.4519441080180881
100% Corpus,6,asymmetric,0.01,0.39524944393821354
100% Corpus,6,asymmetric,0.31,0.440968046317171
100% Corpus,6,asymmetric,0.61,0.4385521761522615
100% Corpus,6,asymmetric,0.9099999999999999,0.37521370208629073
100% Corpus,6,asymmetric,symmetric,0.42708337998282603
100% Corpus,7,0.01,0.01,0.44147579459254693
100% Corpus,7,0.01,0.31,0.47837603668016904
100% Corpus,7,0.01,0.61,0.4159033135883692
100% Corpus,7,0.01,0.9099999999999999,0.3902280864983071
100% Corpus,7,0.01,symmetric,0.44846507547313486
100% Corpus,7,0.31,0.01,0.41697111726841196
100% Corpus,7,0.31,0.31,0.44857965187108373
100% Corpus,7,0.31,0.61,0.45205745818104776
100% Corpus,7,0.31,0.9099999999999999,0.3791353031230634
100% Corpus,7,0.31,symmetric,0.4231124928797034
100% Corpus,7,0.61,0.01,0.3984962653812465
100% Corpus,7,0.61,0.31,0.4347552091100328
100% Corpus,7,0.61,0.61,0.48140964872784625
100% Corpus,7,0.61,0.9099999999999999,0.5258094543982502
100% Corpus,7,0.61,symmetric,0.4077853044174734
100% Corpus,7,0.9099999999999999,0.01,0.3958258474279792
100% Corpus,7,0.9099999999999999,0.31,0.3944892817337539
100% Corpus,7,0.9099999999999999,0.61,0.47670900831249424
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.5096790534972107
100% Corpus,7,0.9099999999999999,symmetric,0.3905876117406904
100% Corpus,7,symmetric,0.01,0.4313316523800177
100% Corpus,7,symmetric,0.31,0.45154052947144285
100% Corpus,7,symmetric,0.61,0.3666161350539144
100% Corpus,7,symmetric,0.9099999999999999,0.3423907572602775
100% Corpus,7,symmetric,symmetric,0.45006047337122146
100% Corpus,7,asymmetric,0.01,0.40961763365863674
100% Corpus,7,asymmetric,0.31,0.46357591807838144
100% Corpus,7,asymmetric,0.61,0.42672598491808345
100% Corpus,7,asymmetric,0.9099999999999999,0.41028435016672854
100% Corpus,7,asymmetric,symmetric,0.453802634716295
100% Corpus,8,0.01,0.01,0.4197352149386411
100% Corpus,8,0.01,0.31,0.49347865762520066
100% Corpus,8,0.01,0.61,0.5012874247464036
100% Corpus,8,0.01,0.9099999999999999,0.377589340576586
100% Corpus,8,0.01,symmetric,0.44955718595885047
100% Corpus,8,0.31,0.01,0.40910152586360443
100% Corpus,8,0.31,0.31,0.45059765942191377
100% Corpus,8,0.31,0.61,0.5042639806070112
100% Corpus,8,0.31,0.9099999999999999,0.4612928943549567
100% Corpus,8,0.31,symmetric,0.43181757210434946
100% Corpus,8,0.61,0.01,0.39149549260802297
100% Corpus,8,0.61,0.31,0.4578368849834568
100% Corpus,8,0.61,0.61,0.4650704443868515
100% Corpus,8,0.61,0.9099999999999999,0.5228196049565581
100% Corpus,8,0.61,symmetric,0.40256022950224185
100% Corpus,8,0.9099999999999999,0.01,0.3851916064922414
100% Corpus,8,0.9099999999999999,0.31,0.3887960834099039
100% Corpus,8,0.9099999999999999,0.61,0.459202219108546
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.4217754636733665
100% Corpus,8,0.9099999999999999,symmetric,0.4033978667667473
100% Corpus,8,symmetric,0.01,0.41251803412581395
100% Corpus,8,symmetric,0.31,0.460456663234518
100% Corpus,8,symmetric,0.61,0.45622132045693875
100% Corpus,8,symmetric,0.9099999999999999,0.43032512164974757
100% Corpus,8,symmetric,symmetric,0.4285433086314696
100% Corpus,8,asymmetric,0.01,0.38593523077985736
100% Corpus,8,asymmetric,0.31,0.45748452404181283
100% Corpus,8,asymmetric,0.61,0.4426161841068462
100% Corpus,8,asymmetric,0.9099999999999999,0.4207330679737198
100% Corpus,8,asymmetric,symmetric,0.4757269290975904
100% Corpus,9,0.01,0.01,0.4000025184695053
100% Corpus,9,0.01,0.31,0.4396176223460546
100% Corpus,9,0.01,0.61,0.578197830740841
100% Corpus,9,0.01,0.9099999999999999,0.40145050399330934
100% Corpus,9,0.01,symmetric,0.5131186638534513
100% Corpus,9,0.31,0.01,0.4164920250847638
100% Corpus,9,0.31,0.31,0.48210384703979525
100% Corpus,9,0.31,0.61,0.4366357039024481
100% Corpus,9,0.31,0.9099999999999999,0.46009239014097336
